"Year","Grouping","Country","variable","value"
2010,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",1
2011,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",1
2012,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",6
2013,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",20
2014,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",2
2017,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",3
2023,"SPC Member","French Polynesia","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
1998,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
1999,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2000,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2001,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2002,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2003,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2004,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2005,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2006,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2007,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2008,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2009,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2010,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2011,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2012,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2013,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2014,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2017,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
2023,"SPC Member","Mathew and Hunter","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",101
1998,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",46
1999,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",48
2000,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",9
2001,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",5
2002,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",1
2003,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",5
2004,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",28
2005,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",5
2006,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",5
2007,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",6
2008,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",11
2009,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",9
2010,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",7
2011,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",2
2012,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",5
2013,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",23
2014,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",3
2015,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",7
2016,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",2
2017,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",19
2018,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",10
2019,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",3
2020,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",1
2021,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",35
2022,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",26
2023,"SPC Member","New Caledonia","Fleet_catch_in_highseas_non_FFA_Member",6
1997,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
1998,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
1999,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2000,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2001,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2002,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2003,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2004,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2005,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2006,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2007,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2008,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2009,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2010,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2011,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2012,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2013,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2014,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2017,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
2023,"SPC Member","Northern Mariana Islands","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-80774
1998,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-101087
1999,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-122840
2000,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-99799
2001,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-88458
2002,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-88435
2003,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-69612
2004,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-48656
2005,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-62310
2006,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-48143
2007,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-61114
2008,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-168155
2009,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-224215
2010,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-235987
2011,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-190335
2012,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-219466
2013,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-217254
2014,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-264768
2015,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-159719
2016,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-142514
2017,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-141425
2018,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-138168
2019,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-89773
2020,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-70272
2021,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-18394
2022,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-23205
2023,"SPC Member","US","Fleet_catch_in_highseas_non_FFA_Member",-28668
1997,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1998,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1999,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2000,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2001,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2002,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2003,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2004,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2005,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2006,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2007,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2008,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2009,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2010,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2011,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2012,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2013,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2014,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2017,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2023,"SPC Member","US (includes territories, ex Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1998,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1999,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2000,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2001,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2002,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2003,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2004,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2005,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2006,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2007,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2008,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2009,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2010,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2011,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2012,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2013,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2014,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2017,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
2023,"SPC Member","US (includes territories, incl Am Samoa)","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
1998,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
1999,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2000,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2001,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2002,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2003,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2004,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2005,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2006,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2007,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2008,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2009,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2010,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2011,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2012,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2013,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2014,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2015,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2016,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2017,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2018,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2019,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2020,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2021,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2022,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
2023,"SPC Member","Wallis and Futuna","Fleet_catch_in_highseas_non_FFA_Member",0
1997,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
1998,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
1999,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2000,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2001,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2002,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2003,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2004,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2005,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2006,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2007,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2008,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2009,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2010,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2011,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2012,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2013,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2014,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2015,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2016,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2017,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2018,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2019,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2020,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2021,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2022,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
2023,"DWFN","Belize","Other_Country_Catch_in_National_Waters",0
1997,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
1998,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
1999,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2000,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2001,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2002,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2003,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2004,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2005,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2006,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2007,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2008,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2009,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2010,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2011,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2012,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2013,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2014,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2015,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2016,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2017,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2018,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2019,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2020,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2021,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2022,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
2023,"DWFN","Canada","Other_Country_Catch_in_National_Waters",0
1997,"DWFN","China","Other_Country_Catch_in_National_Waters",25
1998,"DWFN","China","Other_Country_Catch_in_National_Waters",5
1999,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2000,"DWFN","China","Other_Country_Catch_in_National_Waters",9
2001,"DWFN","China","Other_Country_Catch_in_National_Waters",9
2002,"DWFN","China","Other_Country_Catch_in_National_Waters",8
2003,"DWFN","China","Other_Country_Catch_in_National_Waters",1
2004,"DWFN","China","Other_Country_Catch_in_National_Waters",20
2005,"DWFN","China","Other_Country_Catch_in_National_Waters",5
2006,"DWFN","China","Other_Country_Catch_in_National_Waters",8
2007,"DWFN","China","Other_Country_Catch_in_National_Waters",12
2008,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2009,"DWFN","China","Other_Country_Catch_in_National_Waters",1
2010,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2011,"DWFN","China","Other_Country_Catch_in_National_Waters",1
2012,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2013,"DWFN","China","Other_Country_Catch_in_National_Waters",1
2014,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2015,"DWFN","China","Other_Country_Catch_in_National_Waters",5
2016,"DWFN","China","Other_Country_Catch_in_National_Waters",3
2017,"DWFN","China","Other_Country_Catch_in_National_Waters",2
2018,"DWFN","China","Other_Country_Catch_in_National_Waters",2
2019,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2020,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2021,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2022,"DWFN","China","Other_Country_Catch_in_National_Waters",0
2023,"DWFN","China","Other_Country_Catch_in_National_Waters",0
1997,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
1998,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
1999,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2000,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2001,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2002,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2003,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2004,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2005,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2006,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2007,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2008,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2009,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2010,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2011,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2012,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2013,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2014,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2015,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2016,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2017,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2018,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2019,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2020,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2021,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2022,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
2023,"DWFN","Eastern Pacific fleet","Other_Country_Catch_in_National_Waters",0
1997,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
1998,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
1999,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2000,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2001,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2002,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2003,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2004,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2005,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2006,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2007,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2008,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2009,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2010,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2011,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2012,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2013,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2014,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2015,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2016,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2017,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2018,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2019,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2020,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2021,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2022,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
2023,"DWFN","Ecuador","Other_Country_Catch_in_National_Waters",0
1997,"DWFN","El Salvador","Other_Country_Catch_in_National_Waters",0
