"Year","PNA","Measure","variable","value"
2012,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Belize","Fish_Caught_international_waters",0
1997,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
1998,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
1999,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2000,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2001,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2002,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2003,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2004,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2005,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2006,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2007,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2008,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2009,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2010,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2011,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2012,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Canada","Fish_Caught_international_waters",0
1997,"Non-PNA Member","China","Fish_Caught_international_waters",0
1998,"Non-PNA Member","China","Fish_Caught_international_waters",0
1999,"Non-PNA Member","China","Fish_Caught_international_waters",0
2000,"Non-PNA Member","China","Fish_Caught_international_waters",0
2001,"Non-PNA Member","China","Fish_Caught_international_waters",0
2002,"Non-PNA Member","China","Fish_Caught_international_waters",0
2003,"Non-PNA Member","China","Fish_Caught_international_waters",0
2004,"Non-PNA Member","China","Fish_Caught_international_waters",0
2005,"Non-PNA Member","China","Fish_Caught_international_waters",0
2006,"Non-PNA Member","China","Fish_Caught_international_waters",0
2007,"Non-PNA Member","China","Fish_Caught_international_waters",0
2008,"Non-PNA Member","China","Fish_Caught_international_waters",0
2009,"Non-PNA Member","China","Fish_Caught_international_waters",0
2010,"Non-PNA Member","China","Fish_Caught_international_waters",0
2011,"Non-PNA Member","China","Fish_Caught_international_waters",0
2012,"Non-PNA Member","China","Fish_Caught_international_waters",0
2013,"Non-PNA Member","China","Fish_Caught_international_waters",0
2014,"Non-PNA Member","China","Fish_Caught_international_waters",0
2015,"Non-PNA Member","China","Fish_Caught_international_waters",0
2016,"Non-PNA Member","China","Fish_Caught_international_waters",0
2017,"Non-PNA Member","China","Fish_Caught_international_waters",0
2018,"Non-PNA Member","China","Fish_Caught_international_waters",0
2019,"Non-PNA Member","China","Fish_Caught_international_waters",0
2020,"Non-PNA Member","China","Fish_Caught_international_waters",0
2021,"Non-PNA Member","China","Fish_Caught_international_waters",0
2022,"Non-PNA Member","China","Fish_Caught_international_waters",0
2023,"Non-PNA Member","China","Fish_Caught_international_waters",0
1997,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
1998,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
1999,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2000,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2001,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2002,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2003,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2004,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2005,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2006,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2007,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2008,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2009,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2010,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2011,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2012,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Cook Islands","Fish_Caught_international_waters",0
1997,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
1998,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
1999,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2000,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2001,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2002,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2003,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2004,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2005,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2006,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2007,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2008,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2009,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2010,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2011,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2012,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Eastern Pacific fleet","Fish_Caught_international_waters",0
1997,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
1998,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
1999,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2000,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2001,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2002,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2003,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2004,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2005,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2006,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2007,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2008,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2009,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2010,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2011,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2012,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Ecuador","Fish_Caught_international_waters",0
1997,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
1998,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
1999,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2000,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2001,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2002,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2003,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2004,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2005,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2006,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2007,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2008,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2009,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2010,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2011,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2012,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2013,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2014,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2015,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2016,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2017,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2018,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2019,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2020,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2021,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2022,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
2023,"Non-PNA Member","El Salvador","Fish_Caught_international_waters",0
1997,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
1998,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
1999,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2000,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2001,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2002,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2003,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2004,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2005,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2006,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2007,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2008,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2009,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2010,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2011,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2012,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2013,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2014,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2015,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2016,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2017,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2018,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2019,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2020,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2021,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2022,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
2023,"Non-PNA Member","Fiji","Fish_Caught_international_waters",0
1997,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
1998,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
1999,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2000,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2001,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2002,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2003,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2004,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2005,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2006,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2007,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2008,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2009,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2010,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2011,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2012,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2013,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2014,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2015,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2016,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2017,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2018,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2019,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2020,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2021,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2022,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
2023,"Non-PNA Member","French Polynesia","Fish_Caught_international_waters",0
1997,"PNA Member","FSM","Fish_Caught_international_waters",0
1998,"PNA Member","FSM","Fish_Caught_international_waters",0
1999,"PNA Member","FSM","Fish_Caught_international_waters",0
2000,"PNA Member","FSM","Fish_Caught_international_waters",0
2001,"PNA Member","FSM","Fish_Caught_international_waters",0
2002,"PNA Member","FSM","Fish_Caught_international_waters",0
2003,"PNA Member","FSM","Fish_Caught_international_waters",0
2004,"PNA Member","FSM","Fish_Caught_international_waters",0
2005,"PNA Member","FSM","Fish_Caught_international_waters",0
2006,"PNA Member","FSM","Fish_Caught_international_waters",0
2007,"PNA Member","FSM","Fish_Caught_international_waters",0
2008,"PNA Member","FSM","Fish_Caught_international_waters",0
2009,"PNA Member","FSM","Fish_Caught_international_waters",0
2010,"PNA Member","FSM","Fish_Caught_international_waters",0
2011,"PNA Member","FSM","Fish_Caught_international_waters",0
2012,"PNA Member","FSM","Fish_Caught_international_waters",0
2013,"PNA Member","FSM","Fish_Caught_international_waters",0
2014,"PNA Member","FSM","Fish_Caught_international_waters",0
2015,"PNA Member","FSM","Fish_Caught_international_waters",0
2016,"PNA Member","FSM","Fish_Caught_international_waters",0
2017,"PNA Member","FSM","Fish_Caught_international_waters",0
2018,"PNA Member","FSM","Fish_Caught_international_waters",0
2019,"PNA Member","FSM","Fish_Caught_international_waters",0
2020,"PNA Member","FSM","Fish_Caught_international_waters",0
2021,"PNA Member","FSM","Fish_Caught_international_waters",0
2022,"PNA Member","FSM","Fish_Caught_international_waters",0
2023,"PNA Member","FSM","Fish_Caught_international_waters",0
1997,"High Seas","H4","Fish_Caught_international_waters",4402
1998,"High Seas","H4","Fish_Caught_international_waters",19588
1999,"High Seas","H4","Fish_Caught_international_waters",16362
2000,"High Seas","H4","Fish_Caught_international_waters",9606
2001,"High Seas","H4","Fish_Caught_international_waters",15174
2002,"High Seas","H4","Fish_Caught_international_waters",8702
2003,"High Seas","H4","Fish_Caught_international_waters",8030
2004,"High Seas","H4","Fish_Caught_international_waters",4510
2005,"High Seas","H4","Fish_Caught_international_waters",3469
2006,"High Seas","H4","Fish_Caught_international_waters",14297
2007,"High Seas","H4","Fish_Caught_international_waters",7881
2008,"High Seas","H4","Fish_Caught_international_waters",5899
2009,"High Seas","H4","Fish_Caught_international_waters",41877
2010,"High Seas","H4","Fish_Caught_international_waters",11678
2011,"High Seas","H4","Fish_Caught_international_waters",6766
2012,"High Seas","H4","Fish_Caught_international_waters",10904
2013,"High Seas","H4","Fish_Caught_international_waters",7085
2014,"High Seas","H4","Fish_Caught_international_waters",23029
2015,"High Seas","H4","Fish_Caught_international_waters",21838
2016,"High Seas","H4","Fish_Caught_international_waters",41448
2017,"High Seas","H4","Fish_Caught_international_waters",43610
2018,"High Seas","H4","Fish_Caught_international_waters",20091
2019,"High Seas","H4","Fish_Caught_international_waters",22773
2020,"High Seas","H4","Fish_Caught_international_waters",49580
2021,"High Seas","H4","Fish_Caught_international_waters",26840
2022,"High Seas","H4","Fish_Caught_international_waters",20736
2023,"High Seas","H4","Fish_Caught_international_waters",21469
1997,"High Seas","H5","Fish_Caught_international_waters",9330
1998,"High Seas","H5","Fish_Caught_international_waters",1192
1999,"High Seas","H5","Fish_Caught_international_waters",7192
