"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Tuna N.E.C","South Africa",2018,"Export",0,42700.31,2413144.04535749,0,0.184950839,4.33136993619016
"Yellow Fin","South Africa",2018,"Export",0,332489.97,36907986.9458462,0,2.667555573,8.02296554389295
"Albacore","South Africa",2018,"Export",0,3641331.46,184799061.9984,0,14.420140741,3.96012856819137
"Big Eye","South Africa",2018,"Export",0,362305.3,33578592.995479,0,2.436576723,6.72520308976987
"Albacore","South Africa",2018,"Import",0,388702.3,12264571.0082587,0,1.010538998,2.59977622463258
"Big Eye","South Africa",2018,"Import",0,123341.16,5320803.98542072,0,0.412229972,3.34219308461182
"Yellow Fin","South Africa",2018,"Import",0,140943.88,10566810.019905,0,0.815741452,5.78770395706433
"Tuna N.E.C","South Africa",2018,"Import",0,242987.4,19329086.0043599,0,1.487772648,6.12283866570859
"Big Eye","Spain",2018,"Import",0,21963310.21,0,42894255.3849484,50.900424502,2.31752062941882
"Tuna N.E.C","Spain",2018,"Import",0,1745260.99,0,2271543.9368826,2.674272439,1.53230517058655
"Blue Fin","Spain",2018,"Export",0,3372558.77,51757756.7603889,0,61.007213093,18.0892957702261
"Tuna N.E.C","Spain",2018,"Export",0,5400044.49,21118909.327995,0,24.481237754,4.53352519582667
"Yellow Fin","Spain",2018,"Import",0,90415877.55,0,221395188.486105,260.937912927,2.88597445490369
"Big Eye","Spain",2018,"Export",0,22287549.43,29174793.8572636,0,34.530122271,1.54930098436578
"Yellow Fin","Spain",2018,"Export",0,44274369.509,90949013.6803181,0,107.024119484,2.41729290943927
"Blue Fin","Spain",2018,"Import",0,1501315.99,0,11222396.3405684,13.142859515,8.75422602739347
"Albacore","Spain",2018,"Export",0,1305390.445,6879227.75748871,0,8.143318219,6.23822416518454
"Albacore","Spain",2018,"Import",0,12987951.207,0,42256658.8216814,49.740674264,3.82975524555341
"Yellow Fin","Eswatini",2018,"Import",0,2852.99,0,79343.159629068,0.006019101,2.10975187434937
"Tuna N.E.C","Eswatini",2018,"Import",0,8169.6,0,375098.889629371,0.030384609,3.71922848119859
"Blue Fin","Sweden",2018,"Import",0,8057.435,0,861999.996652115,0.099411651,12.3378781212632
"Yellow Fin","Sweden",2018,"Import",0,124289.939,0,13588000.0026979,1.553586049,12.499692746651
"Albacore","Sweden",2018,"Import",0,9266.282,0,960000.004526615,0.1098854,11.8586289517198
"Albacore","Sweden",2018,"Export",0,2669.719,122000.011147021,0,0.01377953,5.16141586436625
"Tuna N.E.C","Sweden",2018,"Export",0,5142.125,166000.005121309,0,0.018446438,3.58731808347716
"Big Eye","Sweden",2018,"Export",0,8213.023,103999.999101761,0,0.01282071,1.56102204998087
"Big Eye","Sweden",2018,"Import",0,6463.633,0,115000.003587617,0.013817707,2.13776168913056
"Tuna N.E.C","Sweden",2018,"Import",0,30017.382,0,3509000.00880159,0.399513932,13.3094195889568
"Tuna N.E.C","Switzerland",2018,"Import",0,6661,0,91605.9966410611,0.094283489,14.1545547215133
"Blue Fin","Switzerland",2018,"Import",0,7447,0,204444.002459218,0.208985319,28.0630212165973
"Albacore","Switzerland",2018,"Import",0,2957,0,42224.0019558529,0.04273743,14.4529692255665
"Yellow Fin","Switzerland",2018,"Import",0,23207,0,362994.998693237,0.372233041,16.0396880682553
"Yellow Fin","Thailand",2018,"Import",0,106091058,0,207853387.75,207.85338775,1.95919799150273
"Albacore","Thailand",2018,"Import",0,46620600,0,155456079.87,155.45607987,3.33449333277564
"Yellow Fin","Thailand",2018,"Export",0,16541169,42649028.81,0,42.64902881,2.57835639125627
"Big Eye","Thailand",2018,"Import",0,25755082,0,44769266.56,44.76926656,1.73826923012709
"Blue Fin","Thailand",2018,"Import",0,55416,0,1898701.33,1.89870133,34.2626918218565
"Tuna N.E.C","Thailand",2018,"Import",0,27285643,0,23888188.63,23.88818863,0.875485640195468
"Big Eye","Thailand",2018,"Export",0,100075,282048.94,0,0.28204894,2.81837561828629
"Tuna N.E.C","Thailand",2018,"Export",0,903251,1036576.95,0,1.03657695,1.14760675604013
"Yellow Fin","Trinidad and Tobago",2018,"Export",0,943426,73358566.0003995,0,10.834375057,11.4840751230091
"Yellow Fin","Trinidad and Tobago",2018,"Import",0,9140,0,218244.999673776,0.032198844,3.52284945295405
"Big Eye","Trinidad and Tobago",2018,"Export",0,15853,1255984.00556827,0,0.185675405,11.712319750205
"Tuna N.E.C","Trinidad and Tobago",2018,"Export",0,495,12180.0168486589,0,0.00180086,3.63810101010101
"Albacore","Trinidad and Tobago",2018,"Import",0,138838,0,2463550.99994022,0.363700725,2.61960504328786
"Yellow Fin","United Arab Emirates",2018,"Export",0,89293.57,1926086.92429062,0,0.524461942,5.87345698016106
"Blue Fin","United Arab Emirates",2018,"Export",0,3841.42,315364.401599924,0,0.085871842,22.3541924600799
"Blue Fin","United Arab Emirates",2018,"Import",0,130452.95,0,3988821.67448942,1.086132336,8.32585492317345
"Albacore","United Arab Emirates",2018,"Import",0,42599.37,0,234276.704458096,0.063792144,1.49749031499762
"Big Eye","United Arab Emirates",2018,"Import",0,4159.3,0,120343.522871139,0.032768821,7.87844613276272
"Yellow Fin","United Arab Emirates",2018,"Import",0,380053.65,0,14079377.6739833,3.833730473,10.087340229465
"Tuna N.E.C","United Arab Emirates",2018,"Import",0,473040.76,0,4960188.63396038,1.350629754,2.85520798250028
"Albacore","United Arab Emirates",2018,"Export",0,51443,817861.991883039,0,0.222698943,4.32904268802364
"Blue Fin","Türkiye",2018,"Export",0,5405764,75379549,0,75.379549,13.9442915007018
"Yellow Fin","Türkiye",2018,"Import",0,2452839,4163034,4526428,4.526428,1.84538324773864
"Tuna N.E.C","Türkiye",2018,"Import",0,771928,1002222,1081698,1.081698,1.40129390305832
"Albacore","Türkiye",2018,"Export",0,5209,19414,0,0.019414,3.72701094259935
"Big Eye","Türkiye",2018,"Import",0,1737070,2894794,3166628,3.166628,1.82297086473199
"Albacore","Türkiye",2018,"Import",0,7738,23614,26115,0.026115,3.37490307573016
"Yellow Fin","Ukraine",2018,"Import",0,13492.14,0,187729.68,0.18772968,13.9140032641227
"Blue Fin","Ukraine",2018,"Import",0,9318.37,0,259013.46,0.25901346,27.7960050953117
"Yellow Fin","North Macedonia",2018,"Import",0,344,0,4195.65,0.00419565,12.1966569767442
"Yellow Fin","Egypt",2018,"Import",0,15808.046,0,53750.219,0.053750219,3.40018108499937
"Yellow Fin","Egypt",2018,"Export",0,315.119,3480,0,0.00348,11.0434470787226
"Tuna N.E.C","United Kingdom",2018,"Import",0,113126,0,728477.99791052,0.978802386,8.65232029772113
"Big Eye","United Kingdom",2018,"Import",0,125968,0,1046670.00158957,1.39663873,11.0872501746475
"Yellow Fin","United Kingdom",2018,"Import",0,542471,0,5589352.0009489,7.471779613,13.7736019307945
"Albacore","United Kingdom",2018,"Import",0,995,0,10833.9996926255,0.014845781,14.9203829145729
"Blue Fin","United Kingdom",2018,"Import",0,87983,0,1908562.00166657,2.566124158,29.1661361626678
"Blue Fin","United Kingdom",2018,"Export",0,38899,714373.000244393,0,0.947749774,24.3643737371141
"Yellow Fin","United Kingdom",2018,"Export",0,284394,2827562.00023621,0,3.764346241,13.2363771422745
"Tuna N.E.C","United Kingdom",2018,"Export",0,1414273,1498354.00244413,0,2.026832091,1.43312648335929
"Albacore","United Kingdom",2018,"Export",0,1195,8663.0001818872,0,0.012037986,10.0736284518828
"Tuna N.E.C","United Rep. of Tanzania",2018,"Import",0,344175,0,720553508.361575,0.320045871,0.929892848115058
"Albacore","USA",2018,"Export",0,6927910,29850738,0,29.850738,4.30876526975668
"Blue Fin","USA",2018,"Import",0,2327346,44716071,54618758,54.618758,23.4682586946677
"Yellow Fin","USA",2018,"Import",0,20197392,185495488,248775887,248.775887,12.3172282342196
"Blue Fin","USA",2018,"Export",0,725827,6638102,0,6.638102,9.14557050095959
"Albacore","USA",2018,"Import",0,1607495,9362932,12640623,12.640623,7.8635535413796
"Big Eye","USA",2018,"Import",0,3434746,29171589,39887233,39.887233,11.6128624940534
"Tuna N.E.C","USA",2018,"Export",0,785151,3776821,0,3.776821,4.81031164705897
"Big Eye","USA",2018,"Export",0,190381,1350622,0,1.350622,7.09431088186321
"Yellow Fin","USA",2018,"Export",0,1946969,6152753,0,6.152753,3.16016998729821
"Tuna N.E.C","USA",2018,"Import",0,259274,1434680,2116640,2.11664,8.16371869142297
"Tuna N.E.C","Samoa",2018,"Export",0,681440,5550020.99639833,0,2.114565804,3.10308435665649
"Yellow Fin","Samoa",2018,"Export",0,56159.4,689016.006945184,0,0.263257727,4.68768767116458
"Albacore","Samoa",2018,"Export",0,1248147.55,8189926.001576,0,3.168504875,2.5385659532
"Yellow Fin","Yemen",2018,"Import",0,1000,0,300600.1001001,0.001201198,1.201198
"Yellow Fin","Zambia",2018,"Import",0,159.806,0,4256.61264960597,0.000439006,2.74711838103701
"Blue Fin","Angola",2018,"Import",0,1055.64,0,2633357.82561382,0.00936487,8.87127240347088
"Big Eye","Angola",2018,"Import",0,1881,0,1012753.07869763,0.004676425,2.48613769271664
"Albacore","Angola",2018,"Import",0,912,0,646991.106467804,0.002182172,2.39273245614035
"Big Eye","Argentina",2018,"Export",0,84,126,0,0.000126,1.5
"Tuna N.E.C","Australia",2018,"Import",21862,27777.7,73171.7395541938,77628.4299595256,0.058597324,2.1095095706268
"Tuna N.E.C","Australia",2018,"Export",64524.3,57914.8,1066671.99615231,0,0.796806713,13.7582571812386
"Yellow Fin","Bahrain",2018,"Export",0,81.12,238.409775640702,0,0.000634068,7.8164201183432
"Yellow Fin","Barbados",2018,"Export",0,25885,288240,0,0.14412,5.56770330307128
"Big Eye","Barbados",2018,"Export",0,8116,72961,0,0.0364805,4.49488664366683
"Yellow Fin","Bermuda",2018,"Import",0,3592.73,0,39252.9,0.0392529,10.925647070612
"Big Eye","Bolivia (Plurinational State of)",2018,"Import",0,84,126.1,137.21,0.00013721,1.63345238095238
"Blue Fin","Botswana",2018,"Import",0,52.48,0,847.577,0.000847577,16.1504763719512
"Tuna N.E.C","Botswana",2018,"Export",0,2211,8751.788,0,0.008751788,3.95829398462234
"Yellow Fin","Botswana",2018,"Import",0,251,0,302.974,0.000302974,1.20706772908367
"Albacore","Brunei Darussalam",2018,"Import",0,3515,0,19643.9985786337,0.014339367,4.07947852062589
"Tuna N.E.C","Myanmar",2018,"Import",0,4609.336,0,43614.67,0.04361467,9.46224575513696
"Tuna N.E.C","Myanmar",2018,"Export",0,4528249.4,7242201.4,0,7.2422014,1.59933801349369
"Tuna N.E.C","Chile",2018,"Import",0,3.5,13.13,62.9,6.29e-05,17.9714285714286
"Tuna N.E.C","Dem. Rep. of the Congo",2018,"Import",0,29640,0,47857380.5110019,0.029688326,1.00163043184885
"Tuna N.E.C","Costa Rica",2018,"Import",0,5e+05,0,952401.7,0.9524017,1.9048034
"Blue Fin","Costa Rica",2018,"Import",0,8290,0,23072.3,0.0230723,2.78314837153197
"Albacore","Costa Rica",2018,"Import",0,385,0,5913.26,0.00591326,15.3591168831169
"Yellow Fin","Cyprus",2018,"Import",0,11493,0,102871.999623687,0.1219676,10.612337944836
"Albacore","Dominican Rep.",2018,"Import",0,16660.85,27155.602,31015.616,0.031015616,1.86158665374216
"Big Eye","Ecuador",2018,"Export",0,3037581.43,6033177.18,0,6.03317718,1.98617792445485
"Big Eye","El Salvador",2018,"Import",0,2308323,0,4137832.03,4.13783203,1.7925706367783
"Yellow Fin","Finland",2018,"Import",0,1873,0,39968.9996043706,0.046799636,24.9864580886279
"Albacore","Finland",2018,"Import",0,615,0,7273.99955123507,0.008867423,14.4185739837398
"Blue Fin","Finland",2018,"Import",0,263,0,3100.99957570253,0.003800856,14.4519239543726
"Yellow Fin","Georgia",2018,"Import",0,358.56,0,8376.48,0.00837648,23.3614457831325
"Albacore","Ghana",2018,"Import",0,11128.75,0,29578.2130561813,0.0063224,0.568114118836347
"Tuna N.E.C","Greenland",2018,"Import",0,132,0,1498.32,0.00149832,11.3509090909091
"Albacore","Grenada",2018,"Import",0,1248,0,62302.0034020034,0.023074793,18.4894174679487
"Tuna N.E.C","Iceland",2018,"Import",0,70,0,82171.9713811862,0.000821739,11.7391285714286
"Tuna N.E.C","Israel",2018,"Import",0,4978.242,0,56000,0.056,11.2489509348883
"Blue Fin","Israel",2018,"Import",0,8208.297,0,158000,0.158,19.2488161673487
"Tuna N.E.C","Côte d'Ivoire",2018,"Export",0,6683,14498232.5901956,0,0.026105963,3.90632395630705
"Tuna N.E.C","Japan",2018,"Export",0,69248,14321999.8084766,0,0.133203255,1.92356826189926
"Tuna N.E.C","Kazakhstan",2018,"Import",0,612.858,0,5637.93,0.00563793,9.19940671411648
"Blue Fin","Kazakhstan",2018,"Import",0,48.2,0,516.69,0.00051669,10.7197095435685
"Tuna N.E.C","Rep. of Korea",2018,"Import",0,47602.49,0,48137,0.048137,1.01122861430148
"Yellow Fin","Madagascar",2018,"Export",0,420364.25,3714994651.47403,0,1.122373508,2.67000228492313
"Big Eye","Madagascar",2018,"Export",0,4477.95,89689326.4364087,0,0.027318179,6.10059938141337
"Tuna N.E.C","Madagascar",2018,"Export",0,11294,91066295.6873586,0,0.028691453,2.54041553037011
"Albacore","Maldives",2018,"Export",0,27985.6,1084028.35370754,0,0.070480617,2.51846010090904
"Tuna N.E.C","Maldives",2018,"Export",0,360497.1,10509642.2165765,0,0.683007047,1.89462563499124
"Albacore","Mauritius",2018,"Import",0,390242,18620734.0256883,19581181.0283744,0.573709621,1.4701380707356
"Tuna N.E.C","Mauritius",2018,"Export",0,124028,5753894.01810883,0,0.167821982,1.35309754249041
"Albacore","Mauritius",2018,"Export",0,1381160,95953190.9741175,0,2.821679251,2.0429778237134
"Tuna N.E.C","Mongolia",2018,"Export",0,9000,11341.85,0,0.01134185,1.26020555555556
"Tuna N.E.C","Montserrat",2018,"Import",0,12,0,366.779166779167,0.000135844,11.3203333333333
"Blue Fin","Oman",2018,"Import",0,3700,0,1561.99986157999,0.004062418,1.09795081081081
"Albacore","New Zealand",2018,"Import",48620,41826,79304.9997060484,250258.000607743,0.175000558,4.18401372352125
"Tuna N.E.C","Norway",2018,"Import",0,947,0,59894.991670442,0.007416384,7.83145089757128
"Tuna N.E.C","Panama",2018,"Import",1308,1308,0,5628,0.005628,4.30275229357798
"Yellow Fin","Panama",2018,"Import",550,550,0,6029,0.006029,10.9618181818182
"Yellow Fin","Poland",2018,"Export",0,22350,175748,0,0.175748,7.8634451901566
"Yellow Fin","Qatar",2018,"Import",0,12711,0,650492.795983513,0.178706796,14.0592239792306
"Big Eye","Romania",2018,"Import",0,912.128,0,4177.75,0.00417775,4.58022338969969
"Albacore","Romania",2018,"Export",0,0.668,3.45,0,3.45e-06,5.16467065868263
"Albacore","Russian Federation",2018,"Import",0,54,0,894.7,0.0008947,16.5685185185185
"Tuna N.E.C","Rwanda",2018,"Export",0,2650,221647.565547104,221647.565547104,0.000261025,0.0985
"Yellow Fin","Senegal",2018,"Export",0,678871,824894939.784839,0,1.481697848,2.18259116680489
"Big Eye","Senegal",2018,"Export",0,218428,166569647.882064,0,0.293176281,1.34221016078525
"Yellow Fin","Senegal",2018,"Import",0,26830,8478154.12738732,9855649.84961367,0.018546559,0.691261982855013
"Yellow Fin","India",2018,"Import",0,32556,0,4661005.02983511,0.069894658,2.14690557808085
"Big Eye","Switzerland",2018,"Import",0,2060,0,22749.0009143075,0.023136964,11.2315359223301
"Albacore","Thailand",2018,"Export",0,4742,11913.19,0,0.01191319,2.5122711935892
"Tuna N.E.C","Trinidad and Tobago",2018,"Import",0,2223,0,43689.0027520786,0.006453629,2.90311695906433
"Tuna N.E.C","United Arab Emirates",2018,"Export",0,261617.34,2295953.50305691,0,0.625174394,2.3896519779614
"Big Eye","United Arab Emirates",2018,"Export",0,30113,287993.99913329,0,0.078419038,2.60415893467937
"Blue Fin","Türkiye",2018,"Import",0,536,3623,4052,0.004052,7.55970149253731
"Tuna N.E.C","Türkiye",2018,"Export",0,1221,5308,0,0.005308,4.34725634725635
"Yellow Fin","Ukraine",2018,"Export",0,287.95,1828.85,0,0.00182885,6.35127626324015
"Blue Fin","Ukraine",2018,"Export",0,81,316.46,0,0.00031646,3.90691358024691
"Tuna N.E.C","Egypt",2018,"Export",0,56.38,1366.25,0,0.00136625,24.2328840014189
"Tuna N.E.C","Azerbaijan",2018,"Import",0,500,0,1310,0.00131,2.62
"Big Eye","Myanmar",2018,"Export",0,1571443,1964512.9,0,1.9645129,1.2501330942325
"Yellow Fin","Chile",2018,"Import",0,5274.5,28037.75,46423.05,0.04642305,8.80141245615698
"Albacore","Colombia",2018,"Import",0,395108,1154228.55,1234623.8,1.2346238,3.12477550441904
"Tuna N.E.C","Benin",2018,"Import",0,60613,0,33337424.9570614,0.062694028,1.03433303086797
"Yellow Fin","El Salvador",2018,"Export",0,295014,802764.64,0,0.80276464,2.72110693051855
"Big Eye","El Salvador",2018,"Export",0,1490629,3343190.9,0,3.3431909,2.24280548681127
"Albacore","Fiji",2018,"Import",0,53601.35,0,358515.999690964,0.175847168,3.28064811800449
"Yellow Fin","Fiji",2018,"Import",0,450977.6,0,2776602.00285373,1.345687973,2.98393528414715
"Albacore","Georgia",2018,"Import",0,20,0,511.22,0.00051122,25.561
"Tuna N.E.C","Gambia",2018,"Import",0,42091,0,464766.32673788,0.009518209,0.226134066665083
"Big Eye","Germany",2018,"Export",0,2209,12974.9996045793,0,0.014989865,6.78581484834767
"Big Eye","Germany",2018,"Import",0,12390,0,113451.000368923,0.133839616,10.8022288942696
"Blue Fin","Ghana",2018,"Import",0,163830,0,517712.793707157,0.112661951,0.687675950680584
"Big Eye","Greece",2018,"Export",0,679,3418.99996153054,0,0.004086115,6.01784241531664
"Tuna N.E.C","Hungary",2018,"Import",0,856,0,3867,0.003867,4.51752336448598
"Albacore","Ireland",2018,"Export",0,2192699,5357191.00070373,0,6.227088956,2.83991964058906
"Tuna N.E.C","Latvia",2018,"Export",0,2,19.9996919632399,0,2.4672e-05,12.336
"Albacore","Luxembourg",2018,"Export",0,241,3166.0892212247,0,0.003690615,15.313755186722
"Big Eye","Montenegro",2018,"Import",0,2889,0,13247.6897716139,0.015516506,5.37089165801315
"Big Eye","Mozambique",2018,"Import",0,27000,20717.679,24308.881,0.024308881,0.900328925925926
"Yellow Fin","Mozambique",2018,"Import",0,16556,7930.121,9375.184,0.009375184,0.566271079971007
"Yellow Fin","Norway",2018,"Export",0,23,2725.99679682852,0,0.000350965,15.259347826087
"Big Eye","Poland",2018,"Import",0,20858,0,125950,0.12595,6.03845047463803
"Blue Fin","Qatar",2018,"Import",0,79283.66,0,1706075.17700819,0.468701996,5.91170987817666
"Tuna N.E.C","Russian Federation",2018,"Import",0,40503.8,0,22631.35,0.02263135,0.558746339849594
"Albacore","Russian Federation",2018,"Export",0,220,401.22,0,0.00040122,1.82372727272727
"Tuna N.E.C","Slovenia",2018,"Export",0,68.04,763.67,0,0.00076367,11.2238389182834
"Yellow Fin","Sweden",2018,"Export",0,18512.846,380999.99516319,0,0.043108476,2.32857098254909
"Albacore","Trinidad and Tobago",2018,"Export",0,50,3994.99944599668,0,0.000589185,11.7837
"Albacore","Uganda",2018,"Import",0,20,0,28,2.8e-05,1.4
"Albacore","Egypt",2018,"Export",0,2692.092,13895,0,0.013895,5.16141350295607
"Tuna N.E.C","Egypt",2018,"Import",0,78504.895,0,343848.742,0.343848742,4.37996563144247
"Tuna N.E.C","Samoa",2018,"Import",0,75409,0,266714.000111554,0.105663047,1.40119941916747
"Tuna N.E.C","Yemen",2018,"Import",0,20800,0,13487420.9209209,0.053895734,2.59114105769231
"Tuna N.E.C","Zambia",2018,"Import",0,161.383,0,20941.6009334112,0.00210078,13.0173562271119
"Big Eye","Antigua and Barbuda",2018,"Import",0,6452,0,69063.0612630613,0.025578886,3.96448946063236
"Blue Fin","Bahrain",2018,"Import",0,56351.5,0,23173.489932884,0.061631615,1.0936996353247
"Big Eye","Barbados",2018,"Import",0,100,0,390,0.000195,1.95
"Tuna N.E.C","Belize",2018,"Import",0,2559,0,6385.43,0.003192715,1.24764165689723
"Tuna N.E.C","Brunei Darussalam",2018,"Export",0,671105,783864.810550143,0,0.578707995,0.862321089844361
"Yellow Fin","Canada",2018,"Export",0,15608,216227.999790063,0,0.164975892,10.5699572014352
"Tuna N.E.C","Chile",2018,"Export",0,7214,12253,0,0.012253,1.69850291100638
"Tuna N.E.C","China",2018,"Import",0,371427,0,571567,0.571567,1.53884074124929
"Blue Fin","China",2018,"Export",0,57054,1316760,0,1.31676,23.0791881375539
"Big Eye","Colombia",2018,"Export",0,61041,195524.26,0,0.19552426,3.20316279222162
